age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
18;technician;single;basic.9y;no;no;no;cellular;may;fri;44;2;18;1;failure;-0.1;94.10744164323796;-40.316980975825004;3.598446703081076;5195;no
44;blue-collar;single;unknown;unknown;yes;no;telephone;may;fri;204;1;999;0;nonexistent;1.4;93.47672369920492;-36.90312007866156;3.774705650830764;4963;no
50;technician;divorced;basic.9y;no;yes;no;cellular;may;fri;929;3;999;0;nonexistent;-1.8;94.02191193203709;-47.21660964176077;4.037182081825532;5008;no
24;services;single;basic.6y;unknown;no;no;cellular;jul;tue;144;1;999;0;nonexistent;1.1;93.8385311609444;-44.65705189201824;4.4229347649581285;5176;no
41;unemployed;divorced;professional.course;unknown;no;yes;cellular;may;tue;353;3;999;0;nonexistent;-1.7;93.50988689170815;-38.949647956361915;3.9564117747922083;5076;no
24;management;single;high.school;no;no;no;cellular;may;tue;19;1;999;0;nonexistent;1.4;93.09614246820105;-38.809247577764786;3.5132899728790594;5195;no
47;technician;single;professional.course;no;yes;yes;cellular;aug;thu;76;3;999;0;nonexistent;-0.1;94.1285841219717;-33.546892938267035;5.01840790737315;5195;no
30;management;single;university.degree;unknown;no;no;telephone;aug;tue;603;1;999;0;nonexistent;-0.1;92.62881431509383;-42.05042932867482;4.40582871045928;5076;no
63;admin.;married;high.school;unknown;no;no;cellular;may;wed;300;4;999;0;nonexistent;-1.7;93.31012946003926;-45.97608849529695;1.7831665119831057;5195;no
48;retired;divorced;high.school;no;yes;no;telephone;jun;thu;176;6;999;0;success;1.1;93.0770500409625;-40.638767270899436;4.4330483650286325;5099;yes
41;technician;married;professional.course;no;yes;no;cellular;nov;wed;292;2;20;1;success;-1.8;93.0154002349748;-38.305105524367306;2.2435748490396734;5176;yes
40;retired;married;basic.4y;no;yes;no;cellular;nov;wed;91;2;999;0;nonexistent;-0.1;93.69353133946342;-39.28717009573241;3.625557670444487;5176;no
47;technician;married;professional.course;no;no;no;cellular;mar;tue;37;2;999;0;nonexistent;1.1;93.65219693710846;-40.73749086743127;5.1;5076;no
46;blue-collar;married;basic.4y;no;no;no;cellular;mar;mon;256;2;999;0;nonexistent;1.4;93.30722930646851;-39.46295708667813;4.307911365141853;5195;no
43;admin.;divorced;university.degree;no;no;no;telephone;nov;thu;628;2;999;0;nonexistent;1.4;93.81721898614244;-41.68969072428094;4.026702686334266;5195;no
28;blue-collar;married;basic.4y;no;no;no;cellular;aug;tue;130;1;999;0;nonexistent;1.1;94.01803510783432;-40.97820990273302;4.133214601539663;5176;no
47;management;single;university.degree;unknown;yes;no;telephone;nov;wed;55;2;999;0;nonexistent;1.1;94.26849153183979;-30.625885045154526;2.811536438805123;5099;no
34;blue-collar;married;professional.course;no;no;yes;cellular;mar;wed;79;2;999;0;nonexistent;-1.7;92.56670284848563;-46.58614143083629;4.142253268375917;5228;no
24;blue-collar;single;high.school;unknown;no;no;cellular;aug;wed;165;3;999;0;nonexistent;-1.7;94.27757940098876;-37.75981463344254;4.1355650615689;5076;no
38;management;divorced;university.degree;no;yes;no;cellular;may;wed;146;1;999;0;failure;-1.7;93.99936381265316;-40.515810047904715;5.052772054660304;5228;no
36;admin.;married;professional.course;no;yes;no;telephone;aug;thu;30;2;999;0;nonexistent;1.4;93.54640066855134;-39.02002450723;3.0652765380101874;5176;no
42;blue-collar;single;university.degree;no;yes;no;cellular;nov;mon;100;3;999;0;nonexistent;1.1;92.70889384566138;-41.50636330328442;2.3074616840269675;5099;no
37;technician;married;illiterate;no;yes;no;telephone;jul;fri;629;1;999;0;nonexistent;-1.8;94.01419773501543;-32.85851274568713;2.024427181193202;5076;yes
34;blue-collar;single;high.school;no;no;no;telephone;may;tue;195;4;999;0;nonexistent;1.1;93.77293723052138;-48.43571031533304;0.7115998531357279;5195;no
45;student;married;high.school;no;yes;yes;cellular;aug;thu;551;2;999;0;failure;-1.8;93.99120332176815;-38.41568058612223;4.9011963601216415;5191;no
45;housemaid;married;basic.9y;no;no;yes;cellular;apr;fri;342;3;5;1;nonexistent;-0.1;93.92633624690757;-46.84534552247695;5.1;5228;no
23;unemployed;married;basic.4y;no;yes;no;cellular;may;thu;28;3;999;0;nonexistent;-1.8;93.22887487957574;-44.62433311225099;3.8525027090274175;5008;no
37;unknown;married;university.degree;no;no;no;cellular;jul;thu;79;5;999;0;nonexistent;1.1;94.08428514500787;-32.0557554825466;3.6903350573297455;5099;no
41;student;divorced;university.degree;unknown;no;no;cellular;aug;fri;104;6;999;0;nonexistent;1.4;93.97057268229707;-33.53431066229081;4.565226538596841;5195;no
31;blue-collar;single;professional.course;no;yes;no;telephone;jul;thu;134;2;999;0;nonexistent;-1.7;93.52323922173106;-40.718675213262216;4.9629191678616245;5099;no
44;technician;married;high.school;no;no;unknown;cellular;may;wed;138;4;999;0;nonexistent;-0.1;93.31427202145937;-42.716824052567496;2.0532126846922645;4963;no
40;management;married;high.school;no;yes;no;cellular;may;thu;239;1;999;0;nonexistent;-1.7;93.35211477842823;-40.481207219046375;4.029425301736134;5099;no
38;services;single;high.school;no;no;no;cellular;may;thu;68;2;999;0;nonexistent;1.1;94.39347010584277;-36.80619113327568;4.1783862658847575;5008;no
33;blue-collar;married;professional.course;no;yes;no;cellular;jul;fri;118;4;19;1;nonexistent;-1.7;93.94131293287575;-42.438227789030975;2.352334431321406;5076;yes
36;blue-collar;married;university.degree;unknown;no;no;cellular;may;tue;623;6;999;0;nonexistent;-1.8;93.30333306672053;-40.820400342965634;0.6;5099;no
50;housemaid;married;high.school;no;yes;no;cellular;jul;thu;200;2;999;0;nonexistent;-1.7;93.45526376505157;-38.66895020695958;4.874455440847354;5099;no
53;housemaid;married;high.school;no;yes;no;cellular;jul;tue;30;1;25;1;nonexistent;1.4;93.38170151483673;-35.20115075316678;1.081701749300845;5008;yes
31;management;single;university.degree;no;yes;no;telephone;jun;mon;25;3;999;0;nonexistent;1.1;93.2909308013157;-41.21690430856791;4.838761137487563;5176;no
38;admin.;married;university.degree;no;no;no;cellular;jul;mon;333;3;999;0;nonexistent;-1.7;93.15124573596822;-44.7741501208256;4.469499752298219;5195;no
30;technician;married;professional.course;no;unknown;no;cellular;jun;wed;261;3;999;0;nonexistent;-0.1;92.97294998655227;-43.713951206481575;0.6;5176;no
39;admin.;married;basic.9y;unknown;no;no;cellular;aug;wed;63;2;999;0;failure;-0.1;93.16263097654839;-36.37652728996645;4.538482441471337;5228;no
42;management;single;basic.9y;no;yes;yes;cellular;apr;fri;1300;3;22;3;nonexistent;1.4;93.5294108159224;-28.15454270090033;2.195463283236969;4963;yes
40;admin.;married;high.school;unknown;no;no;telephone;jun;wed;519;1;999;0;nonexistent;1.4;93.8371538884175;-43.680348429268356;3.9505973287725267;5099;no
18;retired;married;basic.9y;no;yes;no;cellular;apr;thu;358;1;27;1;nonexistent;1.1;93.19264317972886;-37.70984424530927;3.3710010761454203;5099;yes
52;blue-collar;married;high.school;no;yes;no;cellular;may;tue;223;1;999;0;nonexistent;1.4;93.23875717863058;-33.25145728858741;0.6;5195;no
35;blue-collar;single;university.degree;unknown;no;no;cellular;oct;thu;48;3;999;0;nonexistent;-0.1;93.06842470327908;-45.11183848466044;4.272383077883613;5099;no
27;services;single;high.school;unknown;yes;yes;telephone;may;thu;585;1;19;1;nonexistent;-0.1;92.88492999752883;-40.681753385167724;3.834007516403743;5191;no
31;admin.;divorced;basic.6y;no;no;yes;cellular;oct;fri;1077;3;5;2;nonexistent;-1.8;93.4217732637667;-43.707292738986396;3.4934700719804175;4963;no
50;entrepreneur;divorced;basic.9y;no;yes;no;telephone;jun;wed;455;4;999;0;nonexistent;-0.1;94.22741268671902;-46.1981335138899;5.1;5099;no
47;housemaid;single;high.school;no;no;yes;cellular;nov;thu;380;3;25;2;nonexistent;1.1;92.38748399124356;-39.009558794503306;4.104326626097713;5008;no
39;unknown;married;professional.course;no;yes;yes;cellular;may;fri;109;4;999;0;nonexistent;-1.7;93.68668137535576;-37.40212039018539;3.7776575628536606;5099;no
39;services;married;university.degree;no;yes;no;telephone;jun;thu;95;3;17;2;success;-1.7;93.12640647398028;-37.01154066334753;3.3340807114384194;5076;yes
27;technician;single;basic.9y;no;yes;no;telephone;aug;mon;145;2;13;1;nonexistent;-0.1;93.56284792992886;-27.78959852836752;2.702404091885481;5195;no
50;self-employed;divorced;high.school;no;yes;no;cellular;may;fri;50;2;19;1;nonexistent;-0.1;93.04968770767661;-44.76020160789711;4.022362389015103;5008;no
49;blue-collar;single;high.school;no;no;no;cellular;jul;mon;9;1;999;0;nonexistent;-0.1;94.1250351470432;-37.261418893077256;3.0974250371840233;5228;no
52;technician;married;basic.9y;unknown;no;no;telephone;jun;fri;59;5;12;1;nonexistent;-0.1;93.63674297971691;-33.14978977576828;4.7696291674887625;5017;no
42;admin.;divorced;professional.course;no;no;no;telephone;aug;wed;37;3;999;0;nonexistent;1.1;93.03033532655357;-47.640014243853045;4.223592955678823;5099;no
51;blue-collar;married;basic.4y;no;yes;no;telephone;may;tue;39;2;999;0;nonexistent;1.4;94.13093519441246;-42.00442210432954;5.1;5008;no
31;services;married;illiterate;unknown;no;no;cellular;may;tue;115;1;0;2;nonexistent;1.1;93.15148669538321;-40.592004826841546;0.6;5176;no
40;admin.;married;high.school;no;yes;no;telephone;may;tue;1147;4;999;0;nonexistent;1.4;93.48372481352355;-44.34549763661977;3.61867376219228;5228;no
49;technician;married;high.school;no;yes;yes;telephone;sep;thu;3;3;999;0;failure;1.4;93.3866370638386;-40.85990764373795;2.6959939181052404;5099;no
47;entrepreneur;divorced;illiterate;no;yes;yes;cellular;may;mon;30;1;999;0;nonexistent;-1.8;93.98018369611816;-39.88387208046616;0.6;5099;yes
56;technician;married;high.school;no;yes;no;telephone;jul;tue;85;1;999;0;success;-0.1;93.50680221411177;-33.98540197921976;3.324799470459887;5176;no
33;admin.;married;basic.9y;no;unknown;no;telephone;aug;tue;52;1;999;0;nonexistent;-1.8;94.45775098612418;-40.38196937515041;1.0429102592705766;5176;no
48;blue-collar;married;professional.course;no;no;no;cellular;jul;tue;225;1;12;1;nonexistent;1.4;93.94242984059943;-38.666776042781336;5.1;5076;no
27;technician;married;basic.4y;no;no;no;cellular;may;tue;98;1;999;0;nonexistent;-0.1;93.00805936853402;-43.749709980104754;1.2555489642857303;5195;no
21;technician;married;basic.9y;unknown;yes;no;telephone;aug;mon;146;2;999;0;failure;1.1;94.7564114733219;-46.59702806735714;4.511892363627952;5017;no
43;admin.;single;university.degree;unknown;no;no;telephone;may;mon;395;3;999;0;nonexistent;-0.1;93.3814883818627;-37.07362435669991;4.9554579544960875;5017;no
57;admin.;married;university.degree;no;yes;no;cellular;nov;wed;71;3;999;0;nonexistent;1.4;93.29568626186597;-36.07629113537674;4.925639855124422;5176;no
54;services;married;professional.course;no;no;no;telephone;aug;thu;520;3;999;0;nonexistent;-1.8;93.61693635614039;-36.975174790736496;1.0325075753656239;5076;no
31;admin.;married;university.degree;no;yes;no;cellular;oct;fri;120;1;999;0;nonexistent;1.4;93.15999455549593;-40.715949557877885;0.814089520080699;5076;no
39;entrepreneur;single;university.degree;no;yes;no;cellular;may;wed;247;2;999;0;nonexistent;-0.1;94.38683855202171;-31.347649900111012;3.898652677255388;5099;no
28;blue-collar;married;university.degree;no;yes;no;cellular;aug;tue;20;3;999;0;nonexistent;-0.1;93.91510961756282;-37.09593861802733;3.4620922967506504;5176;no
41;management;single;university.degree;no;yes;no;telephone;oct;tue;99;1;999;0;failure;1.1;93.94984248010672;-37.50558514192003;4.173841890892821;5176;no
46;entrepreneur;married;basic.4y;no;yes;yes;telephone;jul;mon;3;3;999;0;nonexistent;1.4;93.60500560445354;-36.27807164577474;4.094213816663845;5008;no
36;housemaid;married;basic.4y;no;yes;no;telephone;may;fri;6;3;999;0;nonexistent;1.1;93.63660890277264;-40.29560070578678;2.796038210131541;4963;no
42;services;married;university.degree;no;no;no;cellular;nov;mon;118;1;999;0;nonexistent;1.4;94.11040591944754;-44.742311358137535;1.0439100670254893;5195;no
33;entrepreneur;married;professional.course;no;yes;no;cellular;may;thu;63;1;999;0;nonexistent;-1.8;92.97408992005307;-42.22603297128311;5.1;5099;no
34;blue-collar;married;high.school;no;no;no;cellular;jun;mon;1322;1;999;0;failure;1.1;93.63169762873791;-39.486922494634584;4.3953668759096685;5099;no
30;admin.;single;university.degree;no;no;no;telephone;may;thu;165;1;999;0;nonexistent;-0.1;93.65536832345711;-36.89504142270816;4.77231889446937;5008;no
31;services;divorced;high.school;no;no;no;cellular;may;wed;108;3;999;0;nonexistent;-0.1;93.53499404945656;-42.78859555255806;4.103564265719455;5076;no
57;blue-collar;single;university.degree;no;no;no;cellular;oct;thu;94;7;999;0;nonexistent;1.1;94.68466822767368;-36.07927146303686;2.3755158279569675;5195;no
45;management;married;university.degree;no;yes;no;telephone;jun;fri;469;3;999;0;nonexistent;-1.7;93.37652079962967;-35.77439436005152;4.0970912625363685;5099;no
21;blue-collar;married;university.degree;no;no;no;cellular;apr;tue;7;2;999;0;nonexistent;1.4;93.21350309480121;-44.15109712002966;0.8905171647916595;5176;no
44;management;single;university.degree;no;no;no;telephone;aug;mon;87;1;999;0;nonexistent;1.1;94.18928865529492;-35.79793931824706;3.2514529670048726;5228;no
44;management;married;basic.9y;no;yes;yes;cellular;may;wed;393;2;999;0;nonexistent;-1.8;94.42988655483852;-44.91837871649992;0.6096357999525295;5191;no
58;blue-collar;married;basic.9y;no;yes;yes;cellular;aug;mon;36;4;999;0;nonexistent;-1.7;93.76648492609175;-41.36500955717189;2.8385346645658585;5195;no
27;entrepreneur;married;university.degree;no;yes;no;cellular;sep;wed;23;2;15;2;nonexistent;1.4;93.67684229536948;-42.29475711957995;4.216152990585865;5176;no
45;blue-collar;married;professional.course;no;yes;no;cellular;may;tue;599;4;999;0;nonexistent;-1.8;94.49156085445584;-40.14893436753922;4.635614760117304;5191;no
39;unemployed;married;basic.6y;unknown;yes;no;cellular;apr;fri;194;1;999;0;nonexistent;-0.1;93.92934890523223;-40.19016961121148;2.1086633692180135;5228;no
42;admin.;married;university.degree;no;no;no;cellular;jul;fri;104;2;999;0;nonexistent;-0.1;93.17160658207193;-44.53909687009072;2.525284353196754;5076;yes
46;technician;single;university.degree;no;no;yes;cellular;jul;thu;316;6;17;1;failure;-1.8;93.44482117413745;-33.59033169099548;3.805447650329118;5228;no
18;admin.;married;basic.4y;no;no;no;cellular;jul;thu;250;1;999;0;nonexistent;1.4;93.72675199052303;-41.577158762951946;3.7372670098574385;5191;no
45;blue-collar;married;professional.course;unknown;no;no;telephone;nov;mon;107;4;999;0;nonexistent;-1.8;92.50762843436426;-51.46770424226085;4.363593633484004;5228;no
45;blue-collar;married;university.degree;no;no;no;cellular;aug;thu;170;5;999;0;nonexistent;-0.1;94.92727631028009;-36.89566077785237;3.596021491330233;5195;no
42;admin.;married;high.school;no;no;no;cellular;jun;fri;194;2;10;2;nonexistent;-0.1;93.34149446544065;-41.71702065209239;3.046929924947751;5191;no
29;retired;married;professional.course;no;unknown;no;telephone;aug;mon;471;3;25;1;nonexistent;1.4;93.18453942815783;-42.889218060881994;3.3218641800622266;5228;no
38;blue-collar;married;university.degree;no;yes;no;cellular;may;tue;116;4;999;0;nonexistent;1.1;93.5917961110894;-42.03418874429441;4.806389407638316;5176;no
54;admin.;single;university.degree;no;yes;no;telephone;jun;tue;186;2;999;0;nonexistent;-1.7;92.47371992983041;-39.61126381273813;1.915571552490805;5008;no
39;blue-collar;single;basic.9y;no;no;no;telephone;may;tue;146;2;999;0;nonexistent;-1.7;93.7446780413827;-43.54617169096808;5.1;5191;no
47;admin.;single;high.school;no;yes;no;cellular;may;tue;185;1;25;1;nonexistent;-1.7;94.4179654767814;-41.65348648495249;3.8470110039419723;5191;no
45;technician;married;university.degree;unknown;yes;no;cellular;may;wed;1107;1;999;0;failure;-0.1;94.04282632965266;-40.53142405021624;1.97913017523646;5191;no
51;blue-collar;married;basic.9y;no;yes;no;telephone;aug;fri;228;3;999;0;failure;-0.1;93.66266299580269;-43.054308139059025;4.608673583569496;5076;no
56;admin.;single;basic.4y;no;yes;no;telephone;nov;mon;2249;4;999;0;nonexistent;-1.7;92.892524082589;-37.39790640503428;3.835079354255983;4963;no
19;student;single;high.school;no;yes;no;cellular;may;wed;132;2;999;0;nonexistent;1.1;92.92383357932324;-47.04005999037401;3.4969528566672725;5191;no
33;services;divorced;high.school;no;yes;no;cellular;jul;wed;206;1;999;0;nonexistent;-1.8;93.21470942428373;-40.289614219212396;1.7277972484429953;5195;no
40;blue-collar;divorced;university.degree;no;no;no;cellular;jul;tue;107;4;4;1;nonexistent;1.1;93.61200093888233;-41.97348227109134;0.6;5195;no
61;blue-collar;married;university.degree;no;no;no;cellular;jul;tue;49;2;999;0;nonexistent;-1.8;93.68072743546928;-38.04931875801094;5.1;5099;no
50;unemployed;single;university.degree;no;yes;no;telephone;jul;tue;0;5;999;0;nonexistent;-1.8;93.13048506450268;-40.693241104750264;2.9280554625966126;5099;no
45;technician;single;basic.9y;unknown;yes;no;cellular;may;mon;270;4;999;0;nonexistent;-1.8;92.92261302213208;-36.05538677074165;3.9036440520026607;5176;no
45;admin.;married;high.school;no;yes;no;cellular;nov;fri;290;1;10;1;nonexistent;1.4;92.51690738393083;-36.45379033436122;3.666465335845801;5195;no
30;retired;divorced;high.school;no;yes;no;cellular;jul;tue;643;2;999;0;nonexistent;1.1;92.87813139893689;-38.949159642031745;4.6410953202561664;5191;no
45;entrepreneur;married;professional.course;no;yes;no;cellular;jun;thu;80;4;999;0;nonexistent;1.1;94.2376222033681;-44.918106214742686;3.9370778496378662;5191;no
24;services;single;illiterate;no;no;no;cellular;may;fri;90;5;999;0;nonexistent;1.1;93.87917281788128;-39.57336770097219;5.1;5228;no
41;admin.;married;basic.6y;no;yes;unknown;telephone;apr;wed;40;5;17;1;failure;-1.8;94.16314643234256;-46.27221921854963;0.7189185991533905;5099;yes
44;blue-collar;married;university.degree;no;no;no;cellular;nov;tue;13;2;999;0;nonexistent;1.1;93.14331207189223;-41.13623122648965;3.2108932323712764;5099;no
49;management;married;basic.9y;no;no;no;telephone;jun;mon;266;4;999;0;nonexistent;1.4;93.80867306321949;-34.7913445837419;2.336642761094393;5099;no
25;blue-collar;single;high.school;no;yes;no;cellular;may;tue;213;2;999;0;nonexistent;1.1;93.65189565452329;-42.952733028458915;3.9131083198729977;5099;no
36;blue-collar;married;university.degree;no;yes;no;cellular;nov;wed;168;3;999;0;nonexistent;-1.7;93.18018340211246;-44.173479022913504;4.620879956395729;4963;no
27;blue-collar;married;basic.9y;no;yes;no;cellular;jun;mon;209;2;999;0;nonexistent;1.1;93.67405273064212;-34.47533614801921;3.9011847557076127;5191;no
53;admin.;single;high.school;no;yes;no;telephone;oct;fri;56;4;17;1;nonexistent;1.1;94.44785801021693;-40.182591793866685;4.552077210720302;5176;no
57;blue-collar;married;basic.9y;unknown;yes;yes;telephone;nov;mon;78;3;999;0;nonexistent;-1.8;93.84507957658793;-38.252965854500154;3.567612582328785;5195;no
49;technician;married;high.school;no;yes;yes;telephone;oct;mon;30;2;999;0;nonexistent;-1.8;93.68330488921784;-39.486948919888356;3.9642586561642754;5195;no
27;blue-collar;married;university.degree;no;no;yes;cellular;jul;tue;317;1;999;0;nonexistent;-1.7;94.09241071224848;-34.91346120641232;3.571972578629983;5099;no
39;admin.;married;high.school;no;yes;no;cellular;nov;thu;1544;2;27;1;failure;-1.8;92.9959467494075;-36.08938346596561;0.9527538875348867;5008;yes
45;admin.;married;basic.4y;no;no;no;telephone;aug;tue;61;2;999;0;nonexistent;-0.1;93.69580934683522;-34.5636746613769;5.1;4963;no
42;services;married;basic.4y;no;yes;no;telephone;sep;tue;1461;3;999;0;nonexistent;-0.1;93.3511570770673;-38.92633795602097;3.627896342832585;5195;no
45;admin.;single;high.school;no;no;no;cellular;may;fri;4;3;999;0;nonexistent;-0.1;92.74185021042604;-36.289149109650545;3.117739887062884;5176;no
42;blue-collar;married;basic.9y;no;no;no;cellular;may;fri;16;1;999;0;nonexistent;1.4;92.71493416684962;-43.17485383156073;5.035683567959544;5195;no
42;admin.;married;basic.4y;no;yes;unknown;cellular;may;thu;60;2;999;0;nonexistent;-1.8;93.07631232664885;-38.87463925498738;4.800001117017224;5017;no
29;technician;married;professional.course;no;no;no;cellular;jul;fri;645;2;999;0;nonexistent;1.4;93.39775605530882;-46.51619326437209;5.1;5176;no
48;technician;married;high.school;no;no;no;cellular;jun;mon;147;5;21;1;failure;1.1;92.94031860329898;-38.64739742909446;0.6;5176;no
22;entrepreneur;single;university.degree;no;no;no;cellular;aug;wed;351;2;999;0;failure;-1.8;93.4967816468345;-42.82139832913865;2.3772378130289784;5191;no
49;unknown;single;basic.9y;no;no;no;cellular;nov;tue;395;7;999;0;nonexistent;-1.7;93.76078340756257;-38.26725223959849;5.1;5176;no
18;self-employed;married;university.degree;no;no;no;cellular;aug;wed;108;5;999;0;nonexistent;1.4;93.14536606044905;-37.43595016769678;4.665664595644214;4963;no
51;retired;single;basic.4y;no;no;no;cellular;may;thu;68;4;999;0;nonexistent;-1.7;94.22201129795654;-44.796676139903084;4.0762437289586675;5099;no
40;self-employed;married;high.school;unknown;no;no;telephone;nov;tue;510;1;999;0;nonexistent;-1.8;93.99130229056298;-40.543771993425175;2.3301120118105487;5228;no
36;admin.;married;professional.course;no;no;no;cellular;aug;fri;586;4;23;1;nonexistent;-0.1;92.93637529969538;-42.48935890747455;0.6;5076;yes
51;management;married;university.degree;no;yes;no;telephone;jun;thu;334;1;11;1;nonexistent;-1.8;93.01153535649304;-33.33885547822669;4.010550500168541;5008;no
47;blue-collar;married;university.degree;unknown;yes;no;cellular;may;fri;238;4;999;0;nonexistent;-0.1;94.19552901592323;-44.686934635288026;3.099315518466266;5195;no
35;admin.;married;university.degree;unknown;no;no;cellular;dec;tue;207;3;999;0;nonexistent;-1.7;93.43878241100413;-41.71048954618528;5.1;5099;no
55;blue-collar;single;professional.course;unknown;no;no;telephone;jul;fri;35;1;12;1;failure;-0.1;93.77568737828831;-49.85905053285919;4.182532739060184;5228;no
40;admin.;married;university.degree;no;no;no;telephone;apr;tue;153;2;999;0;nonexistent;1.1;94.14987291479146;-41.742222247963234;1.7503665003489992;5076;no
40;blue-collar;married;basic.6y;no;no;no;cellular;may;fri;342;1;999;0;failure;-1.8;93.21837704763547;-39.70293687538082;0.7073378801120982;5191;no
43;blue-collar;married;university.degree;unknown;yes;no;cellular;jun;fri;61;4;999;0;nonexistent;1.1;93.20858882527084;-49.19558212249028;3.653371789425932;5191;no
43;technician;married;basic.9y;no;no;no;cellular;jul;wed;257;3;999;0;nonexistent;1.1;93.93267794258877;-41.74155657738644;4.724388259771284;5176;no
41;housemaid;single;professional.course;no;no;no;cellular;sep;thu;121;2;999;0;nonexistent;-1.7;94.01552740664182;-33.58962470599718;3.5661610531440133;5008;yes
48;admin.;married;basic.9y;no;no;yes;cellular;jun;fri;31;1;14;1;nonexistent;-1.8;94.20001961462562;-40.998404293554884;4.456816930036351;5099;yes
37;technician;married;university.degree;unknown;yes;no;cellular;may;tue;30;4;999;0;nonexistent;1.1;93.90253060944471;-41.67346273261321;4.361204597001087;5228;no
49;admin.;married;basic.6y;unknown;yes;no;cellular;jul;mon;239;1;999;0;nonexistent;-1.8;93.28886048150844;-41.039042846597944;1.5189789013059805;5176;no
30;technician;divorced;basic.9y;unknown;yes;no;cellular;aug;fri;205;2;999;0;nonexistent;-0.1;93.57990321022753;-41.22948513423586;5.1;5191;no
41;technician;married;basic.6y;no;yes;no;cellular;apr;mon;16;3;12;2;nonexistent;1.1;93.30945656147338;-40.344264891901574;3.7363831270402628;5228;no
43;blue-collar;divorced;university.degree;unknown;yes;no;telephone;aug;thu;678;2;999;0;failure;-1.7;93.5581454067743;-39.60681163614892;5.1;5176;no
33;admin.;single;high.school;no;no;no;telephone;may;wed;62;3;999;0;nonexistent;-0.1;94.31885580089596;-43.76099353356558;5.1;5228;no
37;retired;married;high.school;no;no;no;cellular;may;thu;46;3;999;0;failure;-1.7;93.43562396982023;-35.704138597260865;4.0000116922451925;5099;no
46;blue-collar;married;professional.course;unknown;yes;no;cellular;jul;fri;24;4;19;1;failure;-1.8;93.83549140859924;-39.02410597158106;4.194733934877497;5008;no
31;admin.;married;high.school;no;no;no;cellular;may;fri;396;1;999;0;nonexistent;-0.1;93.55069292539065;-36.79353678404286;1.2542859926096452;5176;no
47;admin.;married;high.school;no;yes;no;cellular;jul;thu;224;1;27;1;nonexistent;1.4;93.2536433840956;-38.83126077081385;3.95564702892509;5228;no
45;admin.;married;university.degree;no;yes;no;cellular;may;wed;71;2;999;0;nonexistent;-0.1;93.23057763591237;-31.922872886303402;3.2372194757999457;5176;no
39;entrepreneur;married;high.school;no;yes;no;telephone;may;thu;124;3;0;1;nonexistent;-0.1;93.91349044408149;-37.8916260254168;4.822028617863353;5228;no
35;technician;divorced;basic.6y;no;yes;no;cellular;sep;fri;115;3;1;2;nonexistent;-0.1;94.06889932048097;-41.113461686567575;2.559764885980183;5228;no
31;entrepreneur;married;high.school;no;no;no;cellular;jun;thu;20;1;999;0;nonexistent;-1.8;92.89416220666747;-39.76706263019877;3.6423241193898512;5076;yes
57;management;single;university.degree;no;no;no;telephone;aug;fri;147;7;999;0;nonexistent;-0.1;93.35444375319646;-40.164002281451545;4.1630703591443465;5191;no
36;admin.;single;professional.course;no;yes;no;telephone;may;tue;219;2;999;0;nonexistent;-1.8;94.17220910681095;-42.02705603043821;5.1;5008;no
25;blue-collar;single;professional.course;no;yes;no;cellular;may;wed;782;4;999;0;nonexistent;1.1;93.60568138730976;-40.52440306590754;3.763804344558475;5228;no
28;technician;married;university.degree;no;yes;no;cellular;jul;thu;286;4;999;0;nonexistent;1.4;93.3238356069875;-46.27945203395689;4.542281336882063;5191;no
42;admin.;married;basic.9y;no;no;no;cellular;may;thu;95;3;999;0;nonexistent;-1.7;93.9202243756085;-34.6250828926406;4.135212708439815;5228;no
34;unemployed;married;basic.6y;unknown;yes;no;cellular;aug;mon;671;3;999;0;nonexistent;1.1;93.42472399049343;-31.763729824520375;4.956095120377867;5191;no
25;self-employed;married;basic.4y;yes;no;no;cellular;may;wed;252;4;999;0;nonexistent;1.4;93.37736579392246;-42.38325422299727;4.500468599165897;5176;no
30;admin.;married;basic.6y;no;no;no;cellular;may;mon;23;2;999;0;success;1.1;92.67547230637611;-39.90802020935761;1.767840232911553;5099;yes
50;blue-collar;single;university.degree;no;yes;no;telephone;may;mon;37;3;999;0;nonexistent;1.4;92.99895877804114;-42.06792345337609;3.7594920678763284;5191;no
49;management;married;university.degree;no;no;no;cellular;apr;fri;42;1;999;0;nonexistent;1.1;93.90922947837444;-41.9373736456986;3.3887800846733316;5195;no
25;admin.;married;university.degree;no;yes;no;cellular;nov;mon;210;1;999;0;nonexistent;-0.1;93.87379072373855;-39.03608573977724;4.49370265524269;5228;no
18;admin.;married;basic.6y;no;no;no;cellular;nov;tue;278;2;999;0;failure;-1.8;93.05343562744402;-33.05687351624074;0.6;5017;yes
55;technician;married;high.school;no;no;no;cellular;jun;mon;67;4;999;0;nonexistent;-0.1;93.44555475020933;-39.77412693837727;4.224259097479978;5076;no
26;blue-collar;married;high.school;unknown;no;no;telephone;nov;thu;15;2;999;0;nonexistent;1.1;93.45424425934168;-43.509961580006646;4.453819952211273;5099;no
34;admin.;single;basic.4y;no;yes;no;cellular;may;mon;112;3;999;0;nonexistent;-1.8;93.8755590753896;-42.38374611341127;5.1;5099;no
